name,region,hemisphere,tissue,Y
23522,18,left,white,LW
23523,2,left,white,LW
23524,2,left,white,LW
23525,32,left,white,LW
23526,32,left,white,LW
23527,17,left,white,LW
23528,17,left,white,LW
23529,17,left,white,LW
23530,17,left,white,LW
23531,17,left,white,LW
23532,17,left,white,LW
23533,17,left,white,LW
23534,17,left,gray,LG
23535,17,left,gray,LG
23537,52,right,gray,RG
23539,52,right,white,RW
23540,52,right,gray,RG
23541,52,right,gray,RG
23542,38,right,gray,RG
23543,38,right,white,RW
23544,38,right,white,RW
23545,52,right,white,RW
23546,52,right,white,RW
23547,67,right,white,RW
23548,67,right,white,RW
23549,53,right,gray,RG
23551,53,right,gray,RG
23552,53,right,gray,RG
23553,53,right,gray,RG
23558,53,right,white,RW
23559,53,right,white,RW
23560,53,right,white,RW
23561,2,left,gray,LG
23562,2,left,white,LW
23563,2,left,white,LW
23568,2,left,gray,LG
23569,18,left,white,LW
23570,18,left,white,LW
23571,18,left,gray,LG
23572,18,left,gray,LG
23573,17,left,white,LW
23574,17,left,white,LW
23575,17,left,white,LW
23576,17,left,white,LW
23577,17,left,white,LW
23578,17,left,white,LW
23579,17,left,white,LW
23580,17,left,gray,LG
23581,17,left,gray,LG
23587,52,right,gray,RG
23588,52,right,white,RW
23589,38,right,white,RW
23590,38,right,white,RW
23591,38,right,white,RW
23592,38,right,white,RW
23593,38,right,white,RW
23594,38,right,white,RW
23595,38,right,white,RW
23596,53,right,white,RW
23601,53,right,gray,RG
23602,53,right,gray,RG
23615,2,left,gray,LG
23616,18,left,gray,LG
23617,18,left,gray,LG
23618,18,left,gray,LG
23619,18,left,gray,LG
23620,18,left,gray,LG
23621,9,left,white,LW
23622,17,left,white,LW
23623,17,left,white,LW
23624,17,left,white,LW
23625,17,left,white,LW
23626,17,left,white,LW
23627,17,left,gray,LG
23634,52,right,gray,RG
23635,52,right,gray,RG
23636,52,right,gray,RG
23637,52,right,white,RW
23638,52,right,white,RW
23639,38,right,white,RW
23640,38,right,white,RW
23641,46,right,white,RW
23642,38,right,white,RW
23643,44,right,white,RW
23644,53,right,white,RW
23645,53,right,gray,RG
23648,53,right,gray,RG
23649,53,right,white,RW
23650,53,right,white,RW
23651,53,right,white,RW
23662,18,left,white,LW
23663,18,left,white,LW
23664,18,left,white,LW
23665,18,left,gray,LG
23666,18,left,gray,LG
23667,18,left,gray,LG
23669,9,left,white,LW
23670,17,left,white,LW
23671,17,left,white,LW
23672,17,left,white,LW
23673,17,left,white,LW
23674,17,left,white,LW
23684,52,right,gray,RG
23685,52,right,white,RW
23686,52,right,white,RW
23687,52,right,white,RW
23688,38,right,white,RW
23689,46,right,white,RW
23690,44,right,white,RW
23691,44,right,white,RW
23692,53,right,white,RW
23693,53,right,white,RW
23696,53,right,white,RW
23697,53,right,white,RW
23698,53,right,white,RW
23699,53,right,gray,RG
23710,18,left,gray,LG
23711,18,left,white,LW
23712,18,left,white,LW
23713,18,left,white,LW
23714,18,left,white,LW
23717,9,left,white,LW
23718,11,left,white,LW
23719,3,left,white,LW
23720,17,left,white,LW
23721,17,left,white,LW
23722,17,left,white,LW
23723,17,left,gray,LG
23724,17,left,gray,LG
23725,17,left,gray,LG
23732,52,right,gray,RG
23733,52,right,white,RW
23734,52,right,white,RW
23735,52,right,white,RW
23736,46,right,white,RW
23737,46,right,white,RW
23738,44,right,white,RW
23739,44,right,white,RW
23740,44,right,white,RW
23741,44,right,white,RW
23742,53,right,gray,RG
23745,53,right,white,RW
23746,50,right,gray,RG
23747,50,right,gray,RG
23748,50,right,gray,RG
23758,18,left,gray,LG
23759,18,left,gray,LG
23760,18,left,white,LW
23763,18,left,white,LW
23765,9,left,white,LW
23766,11,left,white,LW
23767,11,left,white,LW
23768,11,left,white,LW
23769,17,left,gray,LG
23770,17,left,white,LW
23771,17,left,white,LW
23772,17,left,gray,LG
23773,17,left,gray,LG
23778,52,right,gray,RG
23779,52,right,white,RW
23780,52,right,white,RW
23781,46,right,white,RW
23782,46,right,white,RW
23783,46,right,white,RW
23784,44,right,white,RW
23785,44,right,white,RW
23786,44,right,white,RW
23787,44,right,white,RW
23788,44,right,white,RW
23789,44,right,gray,RG
23790,44,right,gray,RG
23792,50,right,white,RW
23793,50,right,white,RW
23794,50,right,white,RW
23795,50,right,gray,RG
23797,50,right,gray,RG
23810,9,left,white,LW
23811,9,left,white,LW
23812,9,left,white,LW
23813,11,left,white,LW
23814,11,left,white,LW
23815,11,left,gray,LG
23816,11,left,gray,LG
23817,17,left,gray,LG
23818,17,left,gray,LG
23819,17,left,gray,LG
23825,52,right,gray,RG
23827,46,right,gray,RG
23828,46,right,gray,RG
23829,46,right,white,RW
23830,46,right,white,RW
23831,44,right,gray,RG
23832,44,right,gray,RG
23833,44,right,white,RW
23834,44,right,white,RW
23835,44,right,white,RW
23836,44,right,gray,RG
23837,44,right,gray,RG
23840,50,right,white,RW
23841,50,right,white,RW
23842,50,right,gray,RG
23854,18,left,white,LW
23855,9,left,white,LW
23857,9,left,white,LW
23858,9,left,white,LW
23859,9,left,white,LW
23860,11,left,white,LW
23861,11,left,gray,LG
23862,11,left,gray,LG
23863,11,left,gray,LG
23864,17,left,gray,LG
23865,17,left,gray,LG
23871,52,right,gray,RG
23872,46,right,gray,RG
23874,46,right,gray,RG
23875,46,right,white,RW
23876,46,right,gray,RG
23877,46,right,gray,RG
23878,44,right,gray,RG
23879,44,right,white,RW
23880,44,right,white,RW
23881,44,right,white,RW
23882,44,right,white,RW
23883,44,right,gray,RG
23886,50,right,white,RW
23887,50,right,white,RW
23900,15,left,gray,LG
23901,9,left,white,LW
23902,9,left,white,LW
23903,9,left,white,LW
23904,9,left,white,LW
23905,9,left,white,LW
23906,11,left,white,LW
23907,11,left,gray,LG
23908,11,left,gray,LG
23909,11,left,gray,LG
23910,17,left,gray,LG
23911,17,left,gray,LG
23912,17,left,gray,LG
23916,52,right,gray,RG
23917,52,right,gray,RG
23919,46,right,gray,RG
23920,46,right,gray,RG
23921,46,right,gray,RG
23922,46,right,gray,RG
23923,44,right,gray,RG
23924,44,right,white,RW
23925,44,right,white,RW
23926,44,right,white,RW
23927,44,right,white,RW
23928,44,right,gray,RG
23932,50,right,gray,RG
23933,50,right,gray,RG
23945,15,left,white,LW
23946,15,left,white,LW
23948,9,left,gray,LG
23949,9,left,white,LW
23950,9,left,white,LW
23953,11,left,gray,LG
23954,11,left,gray,LG
23955,11,left,gray,LG
23956,17,left,gray,LG
23957,17,left,gray,LG
23963,52,right,gray,RG
23965,46,right,gray,RG
23966,46,right,gray,RG
23967,44,right,gray,RG
23968,44,right,gray,RG
23969,44,right,gray,RG
23970,44,right,white,RW
23971,44,right,white,RW
23972,44,right,white,RW
23973,44,right,gray,RG
23978,50,right,gray,RG
23988,15,left,gray,LG
23990,15,left,white,LW
23991,15,left,white,LW
23992,9,left,white,LW
23993,9,left,gray,LG
23994,9,left,white,LW
23995,11,left,white,LW
24000,11,left,gray,LG
24001,11,left,gray,LG
24007,52,right,gray,RG
24008,52,right,gray,RG
24009,44,right,gray,RG
24011,44,right,gray,RG
24012,44,right,gray,RG
24013,44,right,gray,RG
24014,44,right,white,RW
24015,44,right,white,RW
24016,44,right,white,RW
24017,44,right,gray,RG
24020,50,right,white,RW
24023,50,right,gray,RG
24031,15,left,gray,LG
24032,15,left,white,LW
24034,15,left,white,LW
24035,15,left,white,LW
24036,9,left,gray,LG
24037,9,left,gray,LG
24038,9,left,white,LW
24039,9,left,white,LW
24042,11,left,gray,LG
24043,11,left,gray,LG
24050,52,right,gray,RG
24051,52,right,gray,RG
24053,44,right,gray,RG
24054,44,right,gray,RG
24055,44,right,gray,RG
24056,44,right,white,RW
24057,44,right,white,RW
24058,44,right,white,RW
24060,44,right,white,RW
24061,50,right,gray,RG
24064,50,right,white,RW
24065,50,right,gray,RG
24074,15,left,white,LW
24075,15,left,gray,LG
24077,15,left,white,LW
24078,15,left,gray,LG
24079,9,left,gray,LG
24080,9,left,white,LW
24081,9,left,white,LW
24082,9,left,white,LW
24085,11,left,gray,LG
24086,11,left,gray,LG
24093,48,right,gray,RG
24096,44,right,white,RW
24097,44,right,white,RW
24098,44,right,white,RW
24099,44,right,white,RW
24100,44,right,white,RW
24101,44,right,white,RW
24102,50,right,white,RW
24103,50,right,white,RW
24105,50,right,gray,RG
24106,50,right,gray,RG
24117,15,left,white,LW
24118,15,left,gray,LG
24120,9,left,white,LW
24121,9,left,white,LW
24122,9,left,white,LW
24123,9,left,white,LW
24134,48,right,gray,RG
24135,44,right,white,RW
24137,44,right,white,RW
24139,44,right,white,RW
24140,44,right,white,RW
24141,44,right,gray,RG
24143,44,right,gray,RG
24144,50,right,white,RW
24146,50,right,gray,RG
24157,15,left,white,LW
24158,15,left,white,LW
24161,9,left,white,LW
24162,9,left,white,LW
24163,9,left,white,LW
24164,9,left,white,LW
24165,9,left,white,LW
24169,11,left,gray,LG
24172,48,right,gray,RG
24173,48,right,gray,RG
24174,48,right,white,RW
24175,44,right,white,RW
24178,44,right,white,RW
24179,44,right,white,RW
24180,44,right,gray,RG
24181,44,right,gray,RG
24182,44,right,gray,RG
24183,44,right,gray,RG
24184,44,right,white,RW
24185,50,right,white,RW
24186,50,right,gray,RG
24187,50,right,gray,RG
24194,15,left,gray,LG
24195,15,left,white,LW
24196,15,left,white,LW
24197,15,left,gray,LG
24199,9,left,white,LW
24200,9,left,white,LW
24201,9,left,white,LW
24202,9,left,white,LW
24203,9,left,white,LW
24204,9,left,gray,LG
24207,11,left,gray,LG
24208,11,left,gray,LG
24210,48,right,gray,RG
24211,48,right,gray,RG
24212,48,right,gray,RG
24215,44,right,gray,RG
24216,44,right,white,RW
24217,44,right,white,RW
24219,44,right,white,RW
24220,44,right,gray,RG
24221,44,right,gray,RG
24222,50,right,gray,RG
24223,50,right,white,RW
24224,50,right,gray,RG
24231,15,left,gray,LG
24232,15,left,white,LW
24233,15,left,gray,LG
24237,9,left,white,LW
24238,9,left,white,LW
24239,9,left,white,LW
24240,9,left,gray,LG
24241,9,left,gray,LG
24242,9,left,gray,LG
24243,9,left,gray,LG
24244,11,left,gray,LG
24249,48,right,gray,RG
24252,44,right,gray,RG
24253,44,right,gray,RG
24254,44,right,gray,RG
24257,44,right,white,RW
24258,44,right,gray,RG
24260,50,right,gray,RG
24268,15,left,gray,LG
24269,15,left,white,LW
24270,15,left,white,LW
24271,15,left,gray,LG
24272,15,left,gray,LG
24274,9,left,white,LW
24275,9,left,white,LW
24276,9,left,gray,LG
24277,9,left,gray,LG
24278,9,left,gray,LG
24279,9,left,gray,LG
24280,9,left,gray,LG
24287,44,right,white,RW
24288,44,right,white,RW
24289,44,right,gray,RG
24291,44,right,gray,RG
24292,44,right,white,RW
24293,44,right,white,RW
24294,44,right,white,RW
24295,50,right,gray,RG
24296,50,right,gray,RG
24303,15,left,white,LW
24304,15,left,white,LW
24305,15,left,white,LW
24306,15,left,gray,LG
24307,15,left,gray,LG
24308,9,left,white,LW
24309,9,left,white,LW
24310,9,left,gray,LG
24311,9,left,gray,LG
24322,48,right,white,RW
24323,48,right,white,RW
24324,48,right,gray,RG
24325,44,right,gray,RG
24326,44,right,white,RW
24327,44,right,white,RW
24329,44,right,white,RW
24330,44,right,gray,RG
24331,50,right,gray,RG
24337,15,left,white,LW
24338,15,left,white,LW
24339,15,left,white,LW
24340,15,left,white,LW
24342,15,left,white,LW
24343,15,left,white,LW
24344,9,left,gray,LG
24345,9,left,gray,LG
24355,48,right,gray,RG
24356,48,right,gray,RG
24357,48,right,white,RW
24358,44,right,white,RW
24359,44,right,white,RW
24360,44,right,gray,RG
24361,44,right,white,RW
24362,44,right,white,RW
24363,44,right,gray,RG
24364,50,right,gray,RG
24370,15,left,gray,LG
24371,15,left,gray,LG
24372,15,left,white,LW
24373,15,left,gray,LG
24375,15,left,white,LW
24376,9,left,white,LW
24377,9,left,gray,LG
24387,48,right,white,RW
24388,48,right,white,RW
24389,48,right,white,RW
24391,44,right,gray,RG
24392,44,right,gray,RG
24393,48,right,white,RW
24394,50,right,gray,RG
24401,23,left,gray,LG
24402,23,left,gray,LG
24403,23,left,white,LW
24404,13,left,gray,LG
24406,13,left,gray,LG
24407,13,left,white,LW
24417,48,right,gray,RG
24418,48,right,gray,RG
24419,48,right,white,RW
24421,48,right,gray,RG
24422,48,right,gray,RG
24423,50,right,white,RW
24426,50,right,gray,RG
24432,23,left,white,LW
24433,13,left,white,LW
24435,13,left,gray,LG
24436,13,left,gray,LG
24445,48,right,gray,RG
24448,48,right,white,RW
24449,48,right,white,RW
24450,48,right,gray,RG
24451,50,right,gray,RG
24452,50,right,gray,RG
24458,13,left,gray,LG
24459,23,left,gray,LG
24460,23,left,gray,LG
24461,13,left,gray,LG
24462,13,left,gray,LG
24463,13,left,gray,LG
24475,48,right,gray,RG
24482,13,left,white,LW
24486,13,left,gray,LG
24497,48,right,gray,RG
24518,69,right,gray,RG
24519,69,right,gray,RG
24523,34,left,gray,LG
24524,34,left,gray,LG
24525,34,left,gray,LG
24526,34,left,gray,LG
24529,64,right,gray,RG
24530,65,right,gray,RG
24531,69,right,gray,RG
24532,69,right,gray,RG
24537,34,left,gray,LG
24538,34,left,gray,LG
24539,34,left,white,LW
24540,34,left,gray,LG
24541,34,left,gray,LG
24543,34,left,gray,LG
24544,34,left,gray,LG
24546,64,right,gray,RG
24550,64,right,gray,RG
24551,64,right,gray,RG
24552,64,right,gray,RG
24553,69,right,white,RW
24554,69,right,white,RW
24555,69,right,gray,RG
24560,34,left,white,LW
24561,34,left,gray,LG
24562,34,left,gray,LG
24563,29,left,gray,LG
24564,29,left,gray,LG
24565,29,left,gray,LG
24572,56,right,gray,RG
24575,64,right,gray,RG
24577,64,right,gray,RG
24578,64,right,white,RW
24579,64,right,white,RW
24580,69,right,white,RW
24581,51,right,gray,RG
24587,34,left,white,LW
24588,14,left,gray,LG
24589,29,left,gray,LG
24590,29,left,gray,LG
24591,29,left,gray,LG
24593,21,left,gray,LG
24594,21,left,gray,LG
24595,21,left,gray,LG
24596,21,left,gray,LG
24601,56,right,gray,RG
24602,56,right,gray,RG
24605,64,right,gray,RG
24606,64,right,gray,RG
24607,64,right,white,RW
24608,64,right,white,RW
24609,51,right,gray,RG
24610,51,right,gray,RG
24616,16,left,white,LW
24617,14,left,white,LW
24618,29,left,gray,LG
24622,29,left,gray,LG
24623,21,left,gray,LG
24624,21,left,gray,LG
24632,56,right,gray,RG
24633,64,right,white,RW
24637,64,right,white,RW
24638,64,right,white,RW
24639,64,right,gray,RG
24645,16,left,gray,LG
24646,16,left,gray,LG
24647,16,left,white,LW
24648,29,left,white,LW
24649,29,left,white,LW
24650,29,left,gray,LG
24652,29,left,gray,LG
24653,21,left,gray,LG
24654,21,left,white,LW
24655,21,left,white,LW
24657,21,left,gray,LG
24661,56,right,gray,RG
24663,56,right,gray,RG
24664,64,right,white,RW
24667,64,right,white,RW
24668,64,right,white,RW
24669,64,right,white,RW
24670,51,right,gray,RG
24671,51,right,gray,RG
24672,51,right,gray,RG
24677,16,left,gray,LG
24678,16,left,white,LW
24679,30,left,white,LW
24680,29,left,white,LW
24681,29,left,white,LW
24682,29,left,white,LW
24683,29,left,white,LW
24684,29,left,white,LW
24685,21,left,white,LW
24686,21,left,white,LW
24687,21,left,gray,LG
24688,21,left,gray,LG
24693,56,right,gray,RG
24694,56,right,gray,RG
24695,56,right,gray,RG
24696,64,right,gray,RG
24697,64,right,white,RW
24698,64,right,white,RW
24699,64,right,white,RW
24700,64,right,white,RW
24701,49,right,white,RW
24702,51,right,white,RW
24703,51,right,gray,RG
24712,30,left,white,LW
24713,29,left,white,LW
24714,29,left,white,LW
24715,29,left,white,LW
24716,14,left,white,LW
24717,29,left,white,LW
24718,29,left,white,LW
24719,29,left,white,LW
24720,29,left,gray,LG
24721,21,left,gray,LG
24722,21,left,gray,LG
24728,56,right,gray,RG
24729,64,right,gray,RG
24730,64,right,white,RW
24731,49,right,white,RW
24732,49,right,white,RW
24733,49,right,white,RW
24734,49,right,white,RW
24735,49,right,white,RW
24736,51,right,white,RW
24737,51,right,white,RW
24747,28,left,white,LW
24748,14,left,white,LW
24749,14,left,white,LW
24750,14,left,white,LW
24751,29,left,white,LW
24752,29,left,white,LW
24753,22,left,white,LW
24754,22,left,white,LW
24755,21,left,gray,LG
24756,21,left,gray,LG
24761,56,right,gray,RG
24762,56,right,gray,RG
24763,56,right,gray,RG
24764,64,right,white,RW
24765,64,right,white,RW
24766,49,right,white,RW
24767,49,right,white,RW
24768,49,right,white,RW
24769,49,right,white,RW
24770,49,right,white,RW
24771,51,right,white,RW
24772,51,right,white,RW
24773,51,right,white,RW
24774,51,right,gray,RG
24775,51,right,gray,RG
24778,28,left,gray,LG
24779,28,left,gray,LG
24780,28,left,gray,LG
24782,28,left,white,LW
24783,14,left,white,LW
24784,14,left,white,LW
24785,14,left,white,LW
24786,29,left,white,LW
24787,29,left,white,LW
24788,22,left,white,LW
24789,22,left,white,LW
24790,22,left,gray,LG
24791,21,left,gray,LG
24798,56,right,gray,RG
24799,56,right,white,RW
24800,56,right,white,RW
24801,56,right,white,RW
24802,49,right,white,RW
24803,49,right,gray,RG
24804,49,right,white,RW
24805,49,right,white,RW
24806,49,right,white,RW
24807,49,right,white,RW
24808,51,right,white,RW
24809,51,right,white,RW
24810,51,right,white,RW
24811,63,right,white,RW
24812,63,right,gray,RG
24815,28,left,gray,LG
24816,28,left,white,LW
24817,16,left,gray,LG
24818,16,left,white,LW
24819,16,left,white,LW
24820,14,left,white,LW
24821,14,left,white,LW
24822,14,left,white,LW
24823,14,left,white,LW
24824,21,left,white,LW
24825,21,left,white,LW
24826,22,left,white,LW
24827,22,left,white,LW
24828,22,left,white,LW
24829,22,left,gray,LG
24834,56,right,gray,RG
24835,56,right,gray,RG
24836,56,right,gray,RG
24837,56,right,white,RW
24838,56,right,white,RW
24839,49,right,gray,RG
24840,49,right,white,RW
24841,49,right,gray,RG
24842,49,right,white,RW
24843,49,right,white,RW
24844,49,right,white,RW
24845,51,right,white,RW
24846,51,right,white,RW
24847,51,right,white,RW
24848,63,right,gray,RG
24849,63,right,gray,RG
24854,16,left,white,LW
24855,16,left,white,LW
24856,16,left,white,LW
24857,14,left,white,LW
24858,14,left,white,LW
24859,14,left,gray,LG
24860,14,left,gray,LG
24861,14,left,white,LW
24862,21,left,white,LW
24863,22,left,white,LW
24864,22,left,white,LW
24865,22,left,white,LW
24866,22,left,white,LW
24867,22,left,gray,LG
24872,57,right,gray,RG
24873,57,right,gray,RG
24874,56,right,white,RW
24876,57,right,white,RW
24877,49,right,white,RW
24878,49,right,white,RW
24879,49,right,white,RW
24880,49,right,white,RW
24881,49,right,white,RW
24882,49,right,white,RW
24883,49,right,white,RW
24884,51,right,white,RW
24885,63,right,white,RW
24886,63,right,gray,RG
24892,16,left,white,LW
24893,16,left,white,LW
24894,16,left,white,LW
24895,14,left,white,LW
24896,14,left,white,LW
24897,14,left,white,LW
24898,14,left,white,LW
24899,14,left,white,LW
24900,14,left,white,LW
24901,22,left,gray,LG
24902,22,left,gray,LG
24903,22,left,gray,LG
24904,22,left,gray,LG
24905,22,left,gray,LG
24909,57,right,gray,RG
24910,57,right,gray,RG
24911,57,right,gray,RG
24912,57,right,white,RW
24914,57,right,white,RW
24915,57,right,gray,RG
24916,49,right,white,RW
24917,49,right,white,RW
24918,49,right,white,RW
24919,49,right,white,RW
24920,49,right,white,RW
24921,49,right,white,RW
24922,51,right,white,RW
24923,51,right,white,RW
24924,63,right,gray,RG
24928,28,left,gray,LG
24929,28,left,gray,LG
24930,28,left,white,LW
24931,16,left,white,LW
24932,14,left,white,LW
24933,14,left,white,LW
24934,14,left,white,LW
24935,14,left,white,LW
24936,14,left,white,LW
24937,14,left,white,LW
24938,14,left,white,LW
24939,22,left,gray,LG
24940,22,left,gray,LG
24941,22,left,gray,LG
24942,22,left,gray,LG
24947,57,right,gray,RG
24948,57,right,gray,RG
24949,57,right,gray,RG
24953,49,right,gray,RG
24954,49,right,gray,RG
24955,49,right,white,RW
24956,49,right,white,RW
24957,49,right,white,RW
24958,49,right,white,RW
24959,49,right,white,RW
24960,51,right,white,RW
24961,51,right,white,RW
24962,63,right,white,RW
24963,63,right,gray,RG
24964,63,right,gray,RG
24966,28,left,gray,LG
24967,28,left,gray,LG
24968,28,left,white,LW
24969,16,left,white,LW
24970,14,left,white,LW
24971,14,left,white,LW
24972,14,left,white,LW
24973,14,left,white,LW
24974,14,left,gray,LG
24975,14,left,white,LW
24976,14,left,gray,LG
24977,22,left,gray,LG
24978,22,left,gray,LG
24985,57,right,gray,RG
24986,57,right,white,RW
24987,57,right,gray,RG
24990,57,right,gray,RG
24992,49,right,gray,RG
24993,49,right,gray,RG
24994,49,right,white,RW
24995,49,right,white,RW
24996,49,right,white,RW
24997,49,right,white,RW
24998,51,right,white,RW
24999,51,right,white,RW
25000,63,right,white,RW
25001,63,right,gray,RG
25002,63,right,gray,RG
25004,28,left,gray,LG
25005,28,left,white,LW
25006,28,left,white,LW
25007,28,left,white,LW
25008,14,left,white,LW
25009,14,left,white,LW
25010,14,left,white,LW
25011,14,left,gray,LG
25012,14,left,gray,LG
25013,14,left,gray,LG
25014,14,left,gray,LG
25015,22,left,gray,LG
25016,22,left,gray,LG
25027,57,right,gray,RG
25028,49,right,gray,RG
25029,49,right,gray,RG
25031,49,right,gray,RG
25032,49,right,white,RW
25033,49,right,white,RW
25034,49,right,white,RW
25036,49,right,white,RW
25037,51,right,white,RW
25038,63,right,white,RW
25039,63,right,white,RW
25040,37,right,gray,RG
25042,28,left,gray,LG
25043,28,left,white,LW
25044,28,left,white,LW
25045,28,left,white,LW
25046,14,left,white,LW
25047,14,left,white,LW
25048,14,left,white,LW
25049,14,left,gray,LG
25050,14,left,gray,LG
25051,14,left,gray,LG
25064,57,right,gray,RG
25066,37,right,gray,RG
25067,37,right,gray,RG
25068,49,right,gray,RG
25069,49,right,gray,RG
25070,49,right,white,RW
25071,49,right,white,RW
25072,49,right,gray,RG
25073,49,right,white,RW
25074,49,right,gray,RG
25075,63,right,white,RW
25076,63,right,white,RW
25077,63,right,gray,RG
25078,37,right,gray,RG
25080,28,left,gray,LG
25081,28,left,white,LW
25082,28,left,white,LW
25083,14,left,gray,LG
25084,14,left,white,LW
25085,14,left,gray,LG
25086,14,left,white,LW
25087,14,left,gray,LG
25088,14,left,gray,LG
25089,2,left,gray,LG
25090,2,left,gray,LG
25091,2,left,gray,LG
25104,37,right,gray,RG
25105,37,right,gray,RG
25106,49,right,white,RW
25107,49,right,white,RW
25108,49,right,white,RW
25109,49,right,gray,RG
25110,49,right,gray,RG
25111,49,right,gray,RG
25112,49,right,gray,RG
25113,41,right,gray,RG
25114,41,right,white,RW
25115,41,right,white,RW
25116,37,right,gray,RG
25117,2,left,gray,LG
25118,2,left,gray,LG
25119,2,left,white,LW
25120,28,left,gray,LG
25121,14,left,gray,LG
25122,14,left,white,LW
25123,14,left,gray,LG
25124,14,left,gray,LG
25125,14,left,white,LW
25126,2,left,gray,LG
25127,2,left,gray,LG
25128,2,left,gray,LG
25129,2,left,gray,LG
25130,2,left,gray,LG
25142,37,right,gray,RG
25143,37,right,gray,RG
25144,37,right,gray,RG
25145,37,right,white,RW
25146,37,right,white,RW
25147,49,right,white,RW
25148,49,right,gray,RG
25149,49,right,gray,RG
25150,37,right,gray,RG
25151,62,right,gray,RG
25152,41,right,gray,RG
25153,41,right,gray,RG
25154,41,right,white,RW
25155,37,right,gray,RG
25156,2,left,gray,LG
25157,2,left,white,LW
25158,2,left,gray,LG
25159,2,left,gray,LG
25160,2,left,white,LW
25161,2,left,gray,LG
25162,2,left,gray,LG
25163,2,left,gray,LG
25164,2,left,white,LW
25165,2,left,white,LW
25166,2,left,white,LW
25167,2,left,white,LW
25168,2,left,gray,LG
25169,2,left,gray,LG
25181,37,right,gray,RG
25182,37,right,gray,RG
25183,37,right,gray,RG
25184,37,right,gray,RG
25185,37,right,white,RW
25186,37,right,white,RW
25187,37,right,gray,RG
25189,37,right,gray,RG
25190,37,right,gray,RG
25191,62,right,gray,RG
25192,41,right,gray,RG
25193,41,right,gray,RG
25194,37,right,gray,RG
25197,2,left,gray,LG
25198,2,left,gray,LG
25199,2,left,gray,LG
25200,2,left,white,LW
25201,2,left,white,LW
25202,2,left,gray,LG
25203,2,left,gray,LG
25204,2,left,gray,LG
25205,2,left,white,LW
25206,2,left,white,LW
25207,2,left,white,LW
25208,2,left,gray,LG
25209,2,left,gray,LG
25210,20,left,gray,LG
25218,67,right,gray,RG
25222,37,right,gray,RG
25223,37,right,gray,RG
25224,37,right,gray,RG
25225,37,right,white,RW
25226,37,right,white,RW
25227,37,right,white,RW
25231,37,right,gray,RG
25232,37,right,gray,RG
25233,41,right,white,RW
25234,37,right,gray,RG
25235,37,right,gray,RG
25238,2,left,gray,LG
25239,2,left,gray,LG
25240,2,left,white,LW
25241,2,left,white,LW
25242,2,left,gray,LG
25243,2,left,white,LW
25246,2,left,white,LW
25247,2,left,white,LW
25248,2,left,white,LW
25249,2,left,gray,LG
25250,2,left,gray,LG
25251,2,left,gray,LG
25261,67,right,gray,RG
25262,67,right,gray,RG
25265,37,right,gray,RG
25266,37,right,gray,RG
25267,37,right,gray,RG
25268,37,right,white,RW
25269,37,right,gray,RG
25270,37,right,white,RW
25273,37,right,white,RW
25274,37,right,white,RW
25275,62,right,white,RW
25276,62,right,white,RW
25277,37,right,white,RW
25278,37,right,gray,RG
25279,37,right,gray,RG
25282,2,left,gray,LG
25283,2,left,white,LW
25284,2,left,white,LW
25285,2,left,white,LW
25289,2,left,white,LW
25290,2,left,white,LW
25291,2,left,white,LW
25292,2,left,gray,LG
25298,32,left,gray,LG
25299,32,left,gray,LG
25303,67,right,gray,RG
25304,67,right,gray,RG
25305,67,right,white,RW
25310,37,right,gray,RG
25311,37,right,gray,RG
25312,37,right,gray,RG
25314,37,right,white,RW
25315,37,right,white,RW
25316,37,right,white,RW
25317,37,right,white,RW
25318,62,right,white,RW
25319,62,right,white,RW
25320,37,right,white,RW
25321,37,right,white,RW
25322,37,right,gray,RG
25323,2,left,gray,LG
25324,2,left,white,LW
25325,2,left,white,LW
25326,2,left,white,LW
25327,2,left,white,LW
25328,2,left,white,LW
25329,2,left,white,LW
25330,2,left,white,LW
25332,2,left,white,LW
25333,2,left,gray,LG
25334,2,left,gray,LG
25335,2,left,gray,LG
25340,32,left,gray,LG
25341,32,left,gray,LG
25346,67,right,gray,RG
25347,67,right,white,RW
25348,67,right,white,RW
25349,67,right,white,RW
25353,37,right,gray,RG
25354,37,right,gray,RG
25355,37,right,gray,RG
25356,37,right,white,RW
25357,37,right,white,RW
25358,37,right,white,RW
25359,37,right,white,RW
25360,37,right,white,RW
25361,62,right,white,RW
25362,62,right,white,RW
25363,37,right,white,RW
25364,37,right,white,RW
25365,37,right,gray,RG
25367,2,left,white,LW
25368,2,left,white,LW
25369,2,left,white,LW
25370,2,left,white,LW
25371,2,left,white,LW
25372,2,left,white,LW
25373,2,left,white,LW
25374,2,left,white,LW
25376,2,left,gray,LG
25377,2,left,gray,LG
25378,2,left,gray,LG
25379,2,left,gray,LG
25382,32,left,gray,LG
25383,32,left,gray,LG
25384,32,left,white,LW
25385,32,left,gray,LG
25386,32,left,gray,LG
25391,67,right,gray,RG
25392,67,right,white,RW
25393,67,right,white,RW
25394,67,right,white,RW
25395,67,right,gray,RG
25398,37,right,gray,RG
25399,37,right,gray,RG
25400,37,right,gray,RG
25401,37,right,white,RW
25402,37,right,white,RW
25403,37,right,white,RW
25404,62,right,white,RW
25405,62,right,white,RW
25406,62,right,white,RW
25407,62,right,white,RW
25408,37,right,white,RW
25409,37,right,white,RW
